-1.2348,-2.9785,0.1384,-1.4585,1.8992,-0.274,0.78663,-0.428,0.3955,0.32817,-0.096,0.39,-0.10175,-0.1815,0.92412,1.213,1.1607,-0.09225,0.48183,0.9753,-0.80583,-1.9638,-1.2704,-0.3945,1.7402,1.9156,0.0615,-4.0877,-0.48325,-0.11783,-0.06575,0.117,-1.7288,1.0763,-0.0013333,0.4461,-0.5005,0.0718,-0.71213,-5.1229,-1.3958,3.1757,-0.334,0.15125,1.665,-0.259,0.61775,0.462,-0.38731,1.1428,0.6875,1.6812,0.8605,-0.5865,-0.061,-1.163,0.405,-5.1353,-1.7464,-0.927,-1.222,2.7284,-0.074,0.427,0.4755,1.725,-0.37825,1.2412,0.977,0.3485,-0.254,-0.255,0.277,-0.95983,-0.29675,-0.26633,-1.293,-0.33975,2.5158,-2.9805,-0.226,-0.45267,0.2335,1.1685,0.02125,-0.4385,-1.323,2.9126,-0.39667,0.7833,-0.27475,-0.25833,-1.8507,2.0115,0.54933,-1.6832,-0.48083,-0.0655,-0.24407,-0.60617,0.0568,4.8347,-1.0108,0.249,0.8,0.136,-0.068333,1.5808,-0.033125,-0.71225,-0.0215,-1.029,-1.3568
-1.2455,-4.2305,0.44367,2.2217,0.29683,-0.26987,0.763,0.16533,-1.162,-2.1335,0.093,0.07125,0.77375,-0.15075,0.695,0.12475,-0.10475,0.4735,0.2295,0.5918,-0.81867,-2.7744,-1.0031,0.002,-2.291,2.3927,0.003875,-4.795,-0.35275,-0.44217,0.097,0.719,-0.734,2.2024,-0.11667,0.8454,-0.52833,-0.0375,-0.87038,-4.6631,-0.7625,-1.124,0.482,-0.39325,0.72875,-0.502,1.7485,0.8325,-0.44354,-1.0852,1.392,-0.017833,0.4355,-1.646,-0.26175,-1.1876,-0.44183,-4.4458,-1.3135,-0.90175,0.47233,1.3625,0.45675,0.489,1.202,-0.69417,-0.18825,0.4,1.4995,0.455,-0.15975,0.573,-0.501,-0.81467,-1.576,0.2055,-0.9625,-0.26575,1.111,-2.8742,-0.16583,-1.0535,0.217,0.748,0.277,-1.5585,-2.0275,1.9742,-0.7145,-0.2307,-0.374,0.20083,-1.6715,2.5388,-0.2745,-2.031,-1.2368,-0.0066667,-0.65143,-1.5275,0.084,3.7262,-0.7285,-0.04625,0.30217,-0.87071,0.13133,0.45117,-0.23513,0.07375,0.06875,-0.134,-1.573
-1.013,-2.4722,-1.1573,0.0058333,0.39817,-0.86025,1.4856,-0.4935,-0.4045,0.80083,-0.2285,0.69475,0.57675,-1.1885,0.29762,0.93275,0.97662,-0.17575,-0.239,0.3521,0.14933,-1.436,-1.0714,0.5835,4.9413,0.69588,0.26025,-4.0527,-0.33475,0.0098333,-0.06425,-0.20325,3.742,0.13457,-0.26333,0.9321,-1.1433,-0.3015,-1.062,-4.7757,0.29167,-1.9423,0.081,-0.02275,1.806,1.48,-0.98125,-0.354,1.1646,-1.527,-0.082,2.136,-1.0003,-1.0125,0.187,-1.2129,1.4137,-4.8483,-0.60388,-1.2683,-0.65767,2.3486,-0.419,0.385,0.924,0.099667,-0.402,2.0488,1.019,0.804,0.5425,0.7945,-0.671,0.0061667,1.2083,-0.66633,-1.397,1.7138,1.4728,-0.069833,-0.13192,0.58317,-0.506,0.9535,0.35825,-0.569,-0.6415,1.0801,0.72033,-0.2217,-0.69225,2.4865,1.0155,2.3396,0.215,-1.6198,-0.89317,0.15083,0.0285,-1.4043,1.5532,6.6056,-0.255,1.4369,0.20867,-0.14179,-0.724,0.49417,0.52025,0.3855,-0.43375,-0.158,-1.4062
-1.8008,-3.6655,0.0315,-0.55567,0.4975,0.25588,-0.02825,-0.83067,-1.094,-1.3195,-0.134,0.58675,1.3993,0.32475,1.0381,0.19275,0.60913,-0.10675,0.323,0.8453,-0.95383,-2.6936,-1.4051,0.3815,-1.9258,0.10013,0.013375,-3.3908,0.5555,0.76483,-0.41863,0.0615,-1.1038,-0.90707,-0.54633,0.6271,-2.6695,0.1403,-0.75387,-4.0729,-0.93217,1.9212,-0.157,-0.14075,1.4147,0.1375,-0.4375,-0.77625,-1.5121,-0.582,1.118,0.8855,0.31975,0.675,-0.1165,-1.3911,0.92767,-4.3347,-1.3761,-0.53225,0.10717,2.9714,0.86675,0.048,1.012,-0.36,-0.266,0.02,0.721,0.465,0.02475,0.4295,0.1995,-1.1877,-0.06275,-0.824,-1.4167,0.18325,1.559,-1.0608,-0.14617,-1.2357,0.55675,0.318,-0.42825,-0.481,-0.9815,2.3553,-0.97433,0.0842,-0.259,5.0877,-0.797,2.1205,0.7,-0.872,-1.031,0.40567,-1.1481,-1.5937,0.4143,3.085,-1.0782,0.094667,-0.18567,0.17043,0.1435,0.28017,-0.24975,-0.32975,0.47375,0.383,-1.6843
-0.965,-3.7563,-0.93183,-1.1487,0.80667,-0.14075,0.296,-0.93083,0.229,-0.345,-0.678,1.1858,-0.049,-0.27125,1.3264,0.667,0.66025,0.265,0.911,0.7866,-0.743,-2.5096,-1.8461,1.201,-1.6795,1.0201,-0.54463,-5.2775,0.2715,0.12433,-0.17538,0.2495,-2.1572,0.68243,-0.47367,0.5873,-1.2622,-0.2177,-1.0801,-4.6088,-1.3755,1.5602,0.5735,0.0445,1.2497,-0.7875,-0.35175,-0.96725,0.10469,1.057,1.0635,0.8804,-0.4055,-1.6115,-0.44875,-2.174,-0.3855,-2.0503,-1.4269,-0.74675,0.186,1.1927,0.7185,1.623,0.855,1.2105,-0.92975,-0.232,1.4565,-0.14383,0.33425,0.535,-0.5755,-1.3262,-0.4245,-0.59633,-0.8395,0.4805,1.0263,-1.7705,-0.38167,-0.55,0.41725,0.8835,0.78475,-0.336,-1.4925,2.7846,-0.892,0.0883,-0.7665,-0.30533,-0.434,2.0824,0.32333,-1.4092,-0.6365,0.0775,-1.0238,-1.6548,0.4296,5.7736,-1.0557,0.32817,0.4065,0.23193,0.478,0.47833,-0.46713,0.36925,0.282,0.15,-0.7325
-1.6227,-3.14,0.0804,0.028667,1.4007,-0.057375,0.72662,-1.1493,0.175,0.60833,-0.3815,-0.008,1.314,-0.29725,1.0079,0.70767,0.61087,-0.653,0.84283,-0.175,-1.0805,-2.3332,-1.6578,0.554,-0.56867,0.84625,-0.1215,-2.2662,0.28075,0.19017,-0.32388,0.16625,-1.9318,-0.3655,-0.5465,0.1187,-0.7295,-0.4322,-0.5035,-3.9273,-0.61083,0.981,0.869,-0.2575,1.705,0.2,-0.18575,-0.8315,-0.63515,-0.71367,-0.183,1.2498,-1.046,0.5765,-0.3235,-0.7595,1.0765,-3.9247,-1.1656,-1.399,-0.17017,1.3653,-0.06325,-0.1835,0.552,1.5268,2.6698,0.95225,-0.211,0.8565,0.1285,-0.7035,-0.0415,-0.15433,0.655,-1.3018,-1.0585,-0.31025,2.1488,-2.9138,0.11575,0.258,-0.16025,1.43,1.3235,0.65275,-0.587,2.2383,-0.9995,0.036,-0.39475,1.4705,-1.1338,1.7461,-0.42133,-1.3282,-0.0033333,0.44183,-1.5417,-1.4587,1.4802,6.6979,-1.2905,-0.0135,0.448,0.3935,-0.44733,0.77017,-0.85825,0.0415,-0.253,1.9045,-1.9356
-1.714,-1.1825,-0.14683,1.6768,-0.019167,-0.26138,0.63975,-0.253,-0.5865,-0.063333,-0.0715,2.5319,-1.1515,0.91325,0.05575,1.03,-0.89687,-0.398,-0.19033,1.368,-0.58967,-1.4366,-1.1644,-0.3695,-1.2768,0.66925,0.34887,-3.8327,-0.5395,-0.323,-0.29775,-0.211,2.4783,-0.54521,0.0835,-0.3269,-0.35817,-0.7771,-1.072,-4.5813,-0.39433,0.81975,1.0815,0.0265,2.317,-0.5655,-0.79775,-0.65075,0.49054,0.132,-0.475,1.921,0.34325,0.842,0.606,-0.05425,0.2975,-5.1562,-1.1576,-0.41525,-0.92817,1.7672,-0.39075,0.98,0.4055,0.9435,1.4515,1.1507,0.59,-0.12033,-0.1975,-0.241,0.882,0.34783,1.9318,-0.8672,-1.488,0.70675,1.592,-2.1987,0.33408,-0.4055,0.13,0.9375,-1.6402,0.3045,-0.8165,0.10633,-1.1223,0.5802,-0.05375,1.0838,-1.3253,0.8797,1.1807,-0.7805,0.42467,0.066,-0.71736,-1.182,-0.3827,4.4635,-0.6275,0.66158,0.35467,0.235,-0.963,-0.052833,0.43738,0.11125,0.3615,-0.715,-2.5042
-1.5762,-2.7342,0.1808,2.2462,1.0577,-0.36762,0.042375,0.10317,0.144,0.64133,0.26125,1.2081,-0.58725,0.07225,1.1506,0.99225,2.1491,0.63725,1.9632,1.296,-1.5747,-2.2036,-1.2559,-0.688,-1.2488,0.3835,1.0252,-2.995,-0.259,0.33417,0.18688,-0.27225,-1.7025,-0.7785,0.106,1.312,-0.94217,-0.5893,-0.7395,-4.6288,0.11217,3.9007,0.699,0.0385,1.8155,-0.782,-0.435,-2.013,-0.97477,1.0715,0.0785,1.803,-1.0223,-1.5805,-0.492,-0.88938,0.181,-4.907,-1.3306,-0.45275,-0.42933,1.7237,1.136,0.7735,0.608,0.87883,2.593,1.4365,0.741,0.38717,-0.469,0.3905,1.1195,-1.3663,1.3922,-0.57083,-0.573,0.0005,2.4885,-1.2797,0.36692,2.6543,0.15075,0.704,0.20975,0.34375,-0.8415,3.2634,-1.1217,-0.3206,-0.9835,1.1767,-1.547,2.1814,0.53483,-1.0857,0.55983,-0.2565,-0.61336,-1.2997,0.9174,4.6244,-0.54275,0.49183,-0.028333,-0.011286,-0.64217,0.38733,-0.74525,0.7675,-0.0185,1.3345,-1.128
-2.239,-2.9367,-0.2566,1.4167,0.2182,-0.67312,0.79988,0.40383,-0.4575,-0.51267,0.3805,0.55775,1.842,-0.30175,0.51775,0.703,0.29143,0.63875,-0.189,1.6063,0.21033,-1.2373,-0.33063,0.7495,4.9748,0.52975,0.69037,-3.6545,-0.173,-0.39817,-0.855,0.4635,-0.9525,0.87786,-0.72417,0.754,0.067333,-0.3566,-1.3935,-4.8707,0.45333,-1.0482,0.2295,-0.0335,1.9372,-0.0645,0.75075,0.79425,0.44592,-1.1922,0.474,2.4202,0.00075,0.1885,0.39575,-0.97575,0.30767,-4.5297,-0.40487,0.198,-0.0628,3.1772,0.07525,0.737,0.9415,0.2295,-1.705,0.986,-0.687,-0.0545,-0.14375,0.2095,-0.943,-0.8455,0.20325,-0.67283,-0.44117,1.0757,0.6875,0.23317,-0.5515,-0.52217,-0.23,0.5535,0.42525,-0.93975,-0.8535,0.064444,-1.1932,-0.0157,-0.447,-1.0422,0.20275,1.2458,0.1265,-2.013,-0.6355,0.3295,-0.28164,-1.197,-0.5887,2.9686,-0.3835,0.68283,0.238,0.14893,-0.6125,1.1898,-0.06675,-0.0545,0.7345,-0.4015,-0.88817
-0.714,-2.4062,-0.057333,1.4803,0.244,-0.55575,-0.243,0.298,-0.337,-0.35817,-0.2455,0.30012,0.9605,-0.959,-0.17263,-0.17775,1.1301,-0.135,1.0922,0.7308,-1.1127,-2.03,-0.38288,0.2095,2.5678,0.0035,0.070625,-0.61475,-1.56,0.077667,-0.57075,0.06975,-1.9085,-1.4424,-0.074333,0.9132,-2.2305,0.4442,-1.2795,-3.9869,-0.372,-2.1077,0.6365,-0.5825,1.8793,-1.0805,0.4485,-0.98375,-0.63285,-0.045667,-0.017,0.7235,-0.447,-0.911,-1.0237,-1.536,0.43767,-3.8487,-0.94575,-0.3165,-0.49283,0.31017,0.12225,-0.9325,1.3345,-0.138,0.1295,0.383,0.524,0.98983,0.605,-0.126,0.1485,-0.69467,-0.5235,-0.8805,-1.7372,0.1995,0.25075,-0.17817,0.16192,-1.571,0.11725,0.41,0.90025,1.0108,0.1305,2.4667,-1.2448,0.0695,-0.4965,-0.29267,-0.96925,3.0661,0.14217,-1.3405,-1.681,-0.87217,-1.5275,-1.7808,0.2195,4.9121,-0.8025,0.33208,0.24867,0.18257,0.55,1.6968,-0.17125,0.886,0.2455,0.5985,-1.7696
